"","SRR7624365","SRR7624366","SRR7624367","SRR7624368","SRR7624369","SRR7624370","SRR7624371","SRR7624372","SRR7624373","SRR7624374","SRR7624375","SRR7624376","SRR7624377","SRR7624378","SRR7624379","SRR7624380"
"ENSMUSG00000001138",1838.0625,1754.8125,1366.28125,1222.75,1544.6875,1414.71875,1969.4375,1501.1875,2302.1875,1684.125,2782.3125,2985.5,2846.1875,2244.6875,3582.6875,2645.5625
"ENSMUSG00000067653",20,29.5,22.5625,20,20,22.1875,20,20,20,20,20,20,20,24.6875,29.6875,31.4375
"ENSMUSG00000079610",357.3125,354.5,254.1875,272.8125,300.75,312.375,268.59375,303.1875,361.9375,280.0625,385,457.25,491.6875,560.34375,416.8125,582.4375
"ENSMUSG00000026121",282.8125,385.125,325.3125,237.3125,266.9375,281.5,276.0625,412.125,997.28125,1263.8125,3372.25,3660.6875,2032.9375,1503.09375,1359.9375,1173.5
"ENSMUSG00000087589",33.9375,44.9375,54.875,24.6875,20,20,20,23.1875,20,20,111.125,102.6875,92.875,81.875,98.375,84.40625
"ENSMUSG00000046337",2406.4375,2339,2368.4375,1813.4375,1094.6875,1054.5,998.875,918.5625,808.625,957.15625,968.9375,1168.1875,867.0625,1183.71875,343.84375,424.3125
"ENSMUSG00000061518",11001.0625,8036.25,10388.4375,8991.6875,8614.3125,8654.4375,8458.84375,7890.25,8570.375,6795.3125,7912.59375,8012.0625,10496.6875,9308.4375,9812.3125,10763.5625
"ENSMUSG00000037351",8205.6875,7447.65625,6717.625,6439.4375,7411.9375,6931.625,7721.09375,7483.0625,7493.1875,5437.875,7608.6875,6899.625,9714.96875,7465,9621.6875,10048.5
"ENSMUSG00000026117",350.8125,307.6875,136.0625,173.75,67.0625,59.1875,130.03125,203.28125,216.25,261.4375,90.25,130.09375,140.8125,172.1875,49.875,53.5625
"ENSMUSG00000026116",12223.4375,14041.75,12611,10424.9375,8445.375,7674.875,9190.875,9357.25,9326.0625,10918,10880.09375,14858.875,7919.375,9194.625,6254.9375,6612.4375
"ENSMUSG00000103016",20,21.0625,20,23.5,20,20,20,20,20,22.1875,27.25,25.8125,20,27.5625,20,20
"ENSMUSG00000102930",66.9375,209.5,85.4375,138.53125,74.3125,125.46875,96.1875,105.8125,60.5,98.125,87.8125,173.1875,39.1875,78.3125,73.34375,50.3125
"ENSMUSG00000103159",94.875,244.59375,184.25,170.3125,126.34375,147.1875,160.875,144.15625,64.4375,190.28125,142.375,229.25,35.25,114,97.21875,73.25
"ENSMUSG00000050122",1178.84375,2043.6875,1605.875,1628.5625,1833,1573.96875,3591.28125,3785.125,4367.78125,3130.375,2170.625,2216.375,262.5,439.5,20,20
"ENSMUSG00000103603",20,20,20,20,34.9375,26.5,43,60.0625,40,50,20,29.4375,20,20,20,20
"ENSMUSG00000026114",254.34375,364.78125,283.8125,371.75,267.8125,185.5,580.09375,408.40625,739.65625,530.21875,709.3125,736.625,683.6875,524.125,194,209.75
"ENSMUSG00000026113",455.5,495.03125,295.875,428.65625,471.1875,564.75,514.6875,614.125,475.5,595.96875,325.6875,565.0625,258.1875,337.3125,404.375,429.5625
"ENSMUSG00000026112",7237.125,5728.5,5056.875,6136.96875,5665.8125,4953,5192.875,5529.4375,5667.5625,5117.6875,6252.6875,5579.125,7684.8125,5807.25,6109.8125,5553.75
"ENSMUSG00000026111",2092.375,1656.375,1868.65625,2205.875,2150.875,2494.34375,1774,1935.0625,1636.25,1569.875,1539.0625,1508.9375,1469.6875,1496,1857.71875,2094.8125
"ENSMUSG00000026110",746.1875,951,1045.8125,1072.6875,1033.78125,1046.8125,922.71875,1012.53125,796.625,938.5,655.6875,838.9375,775.03125,1049.375,918.84375,984.3125
"ENSMUSG00000026090",100.3125,77.71875,134.875,93.09375,83,56.6875,69.0625,37.75,130.8125,37.1875,34.0625,27.09375,35.25,20,74.3125,38.90625
"ENSMUSG00000060771",258.8125,294.8125,257.75,275.8125,447.1875,378.6875,327.34375,391.59375,340.78125,304.6875,330.78125,236.125,243.25,331.6875,447.09375,360.25
"ENSMUSG00000037216",446.5625,382.21875,143.21875,262.5,420.65625,447.9375,438.125,503.28125,414.875,462.8125,503.71875,476.9375,739.65625,535.4375,447.09375,462.125
"ENSMUSG00000026088",1568.03125,1283.4375,1209,1411.125,1584,1522.25,1611.6875,1789.03125,1898.625,1567,1716.96875,1323.875,1712.1875,1715.21875,1060.0625,1209.46875
"ENSMUSG00000026087",4524.5625,4173.125,4244.6875,4365.875,4249.1875,4676.5625,4367.3125,4801.0625,4980.0625,3998.3125,5107.5,4689.125,5290.78125,4615.3125,4344.09375,4839.71875
"ENSMUSG00000058407",5180.8125,4601.875,6834.25,7198.9375,5886.71875,6531.25,5222.5,5158.65625,5629.71875,4383.5,5553.75,5247.3125,6658.34375,4620.4375,4835.0625,4687.8125
"ENSMUSG00000026083",6190.375,7145.96875,6133.5625,7514.1875,7332.90625,7275.0625,7475.0625,7733.8125,5821.625,7460.75,7137.40625,6951.8125,5696.25,7284.75,7078.0625,7232.5625
"ENSMUSG00000026082",4897.4375,5982,5353.375,5378.3125,5177.1875,4630.15625,6109.8125,5813.125,5545.5625,5279.125,6204.125,5834.75,5225.0625,6889.375,6208.4375,7367.5625
"ENSMUSG00000103804",91.625,179.25,69.3125,127.5625,102.0625,111.09375,112.1875,108.125,55.75,185.71875,133.65625,152.34375,62.875,225.25,127.0625,216.125
"ENSMUSG00000037138",172.75,134.6875,140.09375,120.21875,420.65625,259.125,443.9375,439.1875,897.875,735.625,2343.5,2551.8125,3166.34375,3403.65625,3165.125,2895.4375
"ENSMUSG00000085391",20,20,20,20,20,20,20,20,20,20,20,20,20,21.0625,20,20
"ENSMUSG00000085280",20,20,20,20,20,20,20,20,20,20,20,52.53125,20,28.5625,21.5,31.4375
"ENSMUSG00000087131",20,20,20,20,20,20,20,20,20,20,20,31.8125,20,20,20,20
"ENSMUSG00000102984",20,20,20,20,20,20,20,20,20,20,20,33,20,20,20,20
"ENSMUSG00000048814",279.1875,307.6875,250.25,352.125,234.375,288.9375,344.1875,415.9375,138.40625,127.4375,45.40625,20,61.96875,84.25,69.9375,85.75
"ENSMUSG00000026080",442.8125,355.3125,360.84375,407.84375,446.875,340.65625,409.3125,465.875,528.71875,326.4375,208.375,248.125,373.75,206.03125,246.5625,253.125
"ENSMUSG00000026078",2470.625,2229.59375,2771.9375,2625.6875,2969.59375,3182.4375,2644.125,2527.875,2147.25,1810.1875,2261.15625,1788.4375,2368.09375,2172.75,4413,4473.875
"ENSMUSG00000103046",35.8125,57.71875,82.1875,105.8125,79.375,93.84375,58.9375,50.3125,23.40625,43.25,44.34375,39.53125,51,56.6875,71.6875,119.71875
"ENSMUSG00000026077",64.125,56.625,71.6875,33.875,64.625,90.375,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000073702",31614.5625,28204.5,29736.25,23614.0625,28726.625,27638.8125,29488.6875,26290.875,30340.5,22914.875,23259.5625,24889.5625,29106.875,29067.4375,29787,33797.625
"ENSMUSG00000003134",3555.8125,5282.9375,4902.5,3467.84375,2988.28125,2442,2728.375,2308.15625,1507.625,1699.625,1148.25,1234.75,838.75,1072.28125,1435.25,1556.375
"ENSMUSG00000003135",4834.34375,4837.5,6662.625,6723.4375,6093.0625,6412.375,5495.375,5022.5625,4257.875,3716.375,4171.9375,3807.8125,4498.65625,3695.5,3343.6875,3686.53125
"ENSMUSG00000085894",47.625,98.125,99.96875,97.3125,83.875,64.25,95.03125,115.8125,64.4375,109.375,113.5,119.4375,108.375,65.78125,67.3125,48.125
"ENSMUSG00000077704",33,56.625,35.8125,21.5,30.125,23.75,43,30.4375,35.375,23.8125,43.4375,30.625,26.375,23.5,32.3125,60.125
"ENSMUSG00000048234",2655.1875,2735.09375,3516.75,3792.1875,2770.1875,2872,2642.3125,2778.9375,3291.4375,2709.3125,3195.25,2895.1875,3491.875,2596.1875,2317,2480.625
"ENSMUSG00000064936",20,20,32.6875,21.5,20.8125,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000050967",239.6875,143.9375,119.875,62.4375,46.125,27.375,24.4375,77.34375,53.5,86.875,36.4375,20,32.6875,20,20,20
"ENSMUSG00000097083",115.90625,150.125,415.9375,366.4375,229.34375,280,251.6875,352.8125,325.4375,345.4375,444.5625,526.6875,79.1875,164.5625,20,20
"ENSMUSG00000057173",77.4375,50.375,36.9375,20,20,20,20,20,20,20,20,20,20,20,27.875,52.40625
"ENSMUSG00000026074",19165.9375,19405.875,16810.75,15390.8125,20348.6875,20647.0625,20070.1875,17414.9375,12275.375,12967.4375,13264.125,11023.9375,13197.25,13514.4375,18147.9375,16731.28125
"ENSMUSG00000026073",20,20,20,20,20,20,20,20,20,20,36.4375,20,58.875,23.5,55.59375,43.25
"ENSMUSG00000026072",186.3125,119.9375,143.21875,176.3125,58.375,86.8125,41.8125,34.625,20,30.4375,22.1875,20,20,21.625,40.25,42.125
"ENSMUSG00000070942",93.125,76.9375,72.6875,43.125,60.0625,92.1875,28.3125,29.375,46.8125,113.34375,46.4375,40.8125,60.9375,50.3125,22.375,43.25
"ENSMUSG00000026062",75.3125,41.9375,38.875,49.3125,20,20,20,20,33.625,20,51.875,27.09375,30.4375,35.03125,21.5,20
"ENSMUSG00000041945",85.875,50.375,36.9375,37.125,54.875,69.3125,39.5625,26.03125,25.5,70.75,61.0625,28.3125,108.375,62.0625,88,77.4375
"ENSMUSG00000045515",112.1875,32.1875,76.5,89.1875,54.125,75.875,41.8125,25.0625,20,20,28.4375,31.8125,45.125,23.5,20,20
"ENSMUSG00000060679",6090.125,5718.625,5994.15625,5617,4390.5625,4799.875,4403.9375,4537.875,4842.3125,5249.6875,4715.59375,4530.4375,5784.25,6248.28125,5470.9375,6868.6875
"ENSMUSG00000041907",20,20,20,20,24.75,20,20,20,20,20,20,20,37.25,20,37,24.4375
"ENSMUSG00000070939",1219.90625,876.3125,912.65625,790.625,915.0625,842.5625,612.1875,613.1875,609.71875,626.09375,806.5,948.6875,850.46875,979.9375,1045.15625,1175.9375
"ENSMUSG00000041878",20,20,20,20,20,20,20,20,20,20,20,20,20,26.6875,37,41
"ENSMUSG00000010290",2485.34375,2404.0625,1625.625,1942.25,2440.25,2438.65625,2201.4375,2339.28125,2350.625,2685,2251.5625,2339,2588,3382.875,3387.59375,3169.5625
"ENSMUSG00000008136",20,21.6875,62.78125,45.3125,33.875,79.875,20,20,92.6875,33.8125,106.75,119.4375,115.8125,91,72.375,92.375
"ENSMUSG00000094497",1067,720.9375,934.28125,849.125,842.34375,911.125,967.71875,878.375,1018.65625,821.3125,1103.9375,1137.1875,1391.6875,1347.125,1030.03125,1254.3125
"ENSMUSG00000099576",20,20,31.5625,20,26.5625,26.5,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000066877",1868.4375,1764.75,1724.8125,1589.5625,1890.375,1957.5,1543.4375,1493.6875,1535.84375,1577.4375,1689.75,1961.25,2259.25,1792.5,2310.4375,2394.59375
"ENSMUSG00000103422",20,29.5,20,20,20,20,20.5625,20,20,32.1875,20,39.53125,20,36.125,22.375,36.75
"ENSMUSG00000103945",99,132.8125,59.625,96.1875,108.3125,146.25,139.75,128.5625,81.75,128.75,232.625,280,130.4375,177.75,113.0625,109.125
"ENSMUSG00000026051",20,20,21.5,20,20,20,20,20,20,20,20,20,80.4375,50.3125,39.4375,45.5
"ENSMUSG00000100764",20,20.5625,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000100480",20,20,20,20,20,20.9375,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000057363",1656.5625,1433.875,1593.6875,1789.375,1852.3125,1807.5625,1588.53125,1650.1875,1612.375,1536.625,1251.25,1248,1006.75,936.1875,801.8125,806.375
"ENSMUSG00000090243",20,41,20,20,30.125,26.5,46.25,33.625,20,27.5,25.0625,30.625,20,21.0625,21.5,20
"ENSMUSG00000100701",27.25,25.5,20,44.1875,33.875,20,33.875,27.1875,23.40625,28.4375,27.25,24.625,47.3125,20,20,20
"ENSMUSG00000041763",14380.5625,14077.5,15338.0625,17158,14369.8125,13655.0625,12014.9375,13419.4375,12453.4375,16867.375,15455.1875,14799,13683.125,14858.875,16316.5,15236.9375
"ENSMUSG00000047343",38.875,326.1875,61.9375,109.125,67.9375,97.8125,82.0625,93.15625,53.5,88.71875,58.0625,123.34375,20,64.09375,49.875,91.3125
"ENSMUSG00000091844",25.125,41.9375,70.53125,47.4375,38.625,42.75,23.3125,20,20,20,40.5625,24.625,20,29.6875,20,20
"ENSMUSG00000026049",817.03125,818.625,1302.78125,1904.6875,1483.09375,1713.5625,1188.875,1392.1875,1820.625,1109.125,1680.75,1704.1875,1452.9375,1206.28125,1065.8125,998.3125
"ENSMUSG00000026047",2346.21875,2279.9375,2087.9375,1977.375,1798.15625,1716.28125,2107.5,2353.21875,2295.5,2256.5,2397.5,2252.5,2903.3125,3687.875,2981.0625,3547.3125
"ENSMUSG00000041684",2266.875,1637.15625,1331.9375,1543.4375,1653.875,1692,1300.40625,1443.53125,1296.4375,1377.875,1824.71875,1940.5,2807.9375,2000.34375,2670.1875,2503.8125
"ENSMUSG00000026048",3764,3660.6875,3144.875,2522.125,2833.9375,2686.1875,3778.03125,3516.3125,3163.125,3747.25,3215.5,2812.8125,4049.375,4327.9375,5747.625,5794.75
"ENSMUSG00000046828",20,20,20,20,20,20,20,20,20,26.6875,20,20,20,20,20,20
"ENSMUSG00000100966",20,20,20,20,24.75,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000100769",20,20,48.375,61.125,63.5625,42.75,20,20,20,24.75,20,20,20,20,20,20
"ENSMUSG00000056870",575.75,542.5,503.5625,628.25,189.125,103.84375,264.75,360.375,301.46875,407.59375,282.0625,277,421.28125,526.875,819.71875,743.8125
"ENSMUSG00000102319",20,74.375,20,35.875,41.625,28.25,28.3125,25.0625,20,28.4375,24.1875,61.0625,39.1875,68,89.0625,72.375
"ENSMUSG00000026043",20,20,20,20,20,20,20,20,20,20,25.0625,43.03125,50.15625,27.5625,20,20
"ENSMUSG00000026042",503.71875,589.96875,611.8125,438.4375,998.3125,1119.90625,862.4375,1018.09375,451.3125,635.875,776.4375,657.1875,797,648.25,1175.6875,970.8125
"ENSMUSG00000104476",20,20,20,20,20.4375,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000025995",12797.8125,13441.4375,15541.03125,17797,19962.75,20624.6875,17693,18944.5625,20488.1875,17752.4375,23860.5,21707.3125,21649.875,16781,16665.25,17693
"ENSMUSG00000084817",22.375,26.28125,30.5,32.09375,22.9375,48.28125,49.46875,36.625,53.5,28.4375,71.75,36.9375,54.875,28.5625,47.125,36.75
"ENSMUSG00000099381",20,20,20,20,20,20,20,20,20,20,20,24.625,20,20,20,20
"ENSMUSG00000025993",112.1875,45.9375,67.0625,78.40625,273.90625,237.375,234.6875,232.5,1268.625,1156.28125,2619.1875,2346,1764.75,2312.1875,4726.3125,5769.03125
"ENSMUSG00000041144",35.8125,21.6875,45.1875,32.09375,225.3125,215.3125,99.21875,91,83.46875,104,95.375,109.25,92.875,191.40625,257.75,387.71875
"ENSMUSG00000101262",20,20,20,20,20.125,20.4375,20,20,20,20,20,43.03125,20,20,20,20
"ENSMUSG00000101337",58.8125,73.4375,165.09375,95.125,245.65625,97.8125,182.875,88.9375,127.5,120.25,117.1875,65.75,62.875,59,41.03125,38.90625
"ENSMUSG00000025986",6889.375,8479.625,6474,7324,14842.0625,11801.5,10230.875,13007.8125,13651.59375,18978.9375,14422.6875,17334.5625,13798.5,16145.75,12050.0625,11456.21875
"ENSMUSG00000100213",35.8125,28.5625,27.4375,37.125,49.4375,29.75,49.46875,54.5,73.0625,82.125,64.375,104.21875,45.125,115.6875,128.0625,100.3125
"ENSMUSG00000100160",20,20,20,20,20,20,20,20,23.40625,21.125,20,24.625,20,20,20,20
"ENSMUSG00000101447",20,20,24.5625,20,20.125,20,24.4375,20,20,20,20,20,20,20,20,20
"ENSMUSG00000100033",40.875,20.25,36.9375,26.75,38.625,28.25,32.9375,30.4375,33.625,25.625,23.1875,20,20,20,20,20
"ENSMUSG00000100816",20,20,28.4375,22.5625,20,20,20,42.75,196.59375,159.34375,151,223.71875,47.3125,43.25,20.5625,20
"ENSMUSG00000026109",20,28.5625,28.4375,23.5,20,20,20,20,34.4375,20,35.25,29.4375,51.9375,46.3125,137.3125,124.5
"ENSMUSG00000026107",2595.125,3595.90625,10480.09375,8846.375,4150.8125,4354.8125,2872.875,3543.1875,3534.1875,4108.9375,3506.71875,4130.15625,2897.09375,3607.75,2490.8125,2284.75
"ENSMUSG00000099413",40.875,22.6875,55.75,54.75,30.125,20,38.5,20,44.0625,20,27.25,20,20,20,20,20
"ENSMUSG00000101741",20,24.4375,20,20,20,20,20,24.125,20,24.75,20,20,20,20,20,20
"ENSMUSG00000018417",10424.9375,13365.0625,14549.5,12755.5,13923.75,12855.5,9675.1875,10501.75,5454.0625,9377.0625,6164.5,6481.625,6024.0625,7255.40625,7061.375,7054.75
"ENSMUSG00000101724",20,34.09375,28.4375,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000100313",40.875,61.625,52.71875,60.0625,54.125,39.71875,24.4375,48.125,20,29.4375,29.5625,38.375,20,20,44.1875,20
"ENSMUSG00000072324",182.1875,89.84375,156,104.875,118.75,115.9375,136.03125,87.8125,160.875,99.15625,103.125,119.4375,178.5,126.03125,110.125,95.25
"ENSMUSG00000062939",333.5,347.6875,438.4375,397.34375,501.9375,293.75,675.1875,835.375,500.875,412.125,200.625,160.1875,230.09375,165.8125,248.125,273.78125
"ENSMUSG00000109599",20,20,20,20,20,20,20,20,20,20,20,20,20,20,24.25,33.625
"ENSMUSG00000026104",635.125,658.25,582.78125,713.40625,538.4375,476.625,591.3125,559.0625,321.4375,349.9375,166.75,165.78125,119.875,150,176.59375,210.8125
"ENSMUSG00000026103",5214.25,7358,9276.9375,8650.40625,5477.375,6138.1875,3490.1875,4348.3125,3873,6677.5,5202.3125,5813.125,5156.8125,9359.375,10890.1875,11124.375
"ENSMUSG00000002881",719.34375,758.28125,1798.15625,1469.9375,2683.0625,3109.4375,1361.625,1265.46875,975.9375,1083.1875,671,662.5625,626.09375,631.25,1349.9375,1086.0625
"ENSMUSG00000097833",20,20,46.125,27.875,154.3125,112.125,95.03125,33.625,40.96875,20,20,20,20,20,20,20
"ENSMUSG00000043015",1288.0625,1676.5,787.96875,868.6875,881.375,706.5625,1236.625,1269.9375,934.125,1617.3125,1152.40625,1433.375,1206.90625,1996,2384.625,2257.9375
"ENSMUSG00000103630",20,53.6875,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000041439",262.5625,204.0625,274.375,213.375,392.9375,547.21875,197.21875,179.1875,127.5,183.4375,146.6875,97.6875,231.75,350.8125,921.5,914.0625
"ENSMUSG00000026102",222.3125,207.75,162.28125,229.75,649.40625,452.9375,319.0625,430.78125,315.25,333.125,483.5,419.8125,396.1875,406.625,589.65625,477.21875
"ENSMUSG00000041426",1549.90625,1471.5,1388.78125,1478.9375,1314.96875,1354.5625,1519.6875,1674.28125,1512.125,1750.5625,1430.4375,1214.125,1458.375,1909,2264.09375,2455.3125
"ENSMUSG00000043629",6031.75,4932.5,6592,4938.5,7519.5,6329.71875,5537.15625,5482.9375,5007.34375,6380.6875,4847,4766,2733.3125,4739.375,4062.5625,3457.25
"ENSMUSG00000060715",20,31.375,20,43.125,64.625,55.75,47.375,77.34375,133.125,66.625,141.0625,95.125,87.8125,150,20,30.125
"ENSMUSG00000026098",1854.5,2064.625,1790.6875,2446.6875,2482,2436.0625,2290.125,2698.9375,2260.9375,2821.1875,2590.40625,2643.78125,3050.4375,2947.75,2948.9375,3087.0625
"ENSMUSG00000026097",974.4375,676.5625,831.75,1368.90625,1151,1526.9375,888.375,1103.9375,1138.21875,990.4375,1066.6875,850.46875,1206.28125,893.5625,1039.6875,890.5
"ENSMUSG00000026096",539.75,630.1875,664.4375,578.5,578.5,590.78125,460.9375,431.6875,578.46875,725.5625,680.9375,641.9375,948.6875,938.5,931.4375,895.34375
"ENSMUSG00000026095",957.9375,938.25,967.9375,1015.25,977.1875,1129.5,864.09375,938.03125,1234.625,1093.8125,1290.21875,1140.5,1337.1875,1218.875,1481.75,1355.1875
"ENSMUSG00000096141",61.375,72.5625,49.3125,82.5,69.3125,77.4375,166.75,241.78125,205.75,208.375,263.375,183.0625,166.875,226.125,119.84375,185.75
"ENSMUSG00000026094",1304.78125,1551.78125,2753.09375,3133.1875,3018.1875,3345.0625,2355.65625,2806.90625,2979.09375,3685.5625,2948.5,2698.9375,3300.125,3593.3125,6289.6875,5294.78125
"ENSMUSG00000042807",135.875,149,169.625,216.375,1033.78125,780.90625,1183.71875,1281.375,1249.1875,1185.5,560.75,457.25,562.75,560.34375,905.4375,1005.375
"ENSMUSG00000025983",33,83,62.78125,34.9375,70.875,101.1875,44.1875,31.5,20,22.9375,45.40625,43.03125,41.125,55.5625,122.6875,168.4375
"ENSMUSG00000041303",7669.875,7643.8125,8111.0625,8827.6875,9933.875,9310.8125,9396.5625,9124.375,9210.6875,10830.4375,9409,8815.125,7883.75,7435.3125,9761.875,9102.5
"ENSMUSG00000073678",6068.5,5244.6875,7726.5,5111.8125,7198.9375,6153.90625,6097.9375,5830.5625,7174.75,11716.4375,10820.6875,10121.15625,7013.21875,8763.9375,6606.46875,6960
"ENSMUSG00000104136",20,37.0625,26.5625,22.5625,36.8125,37.8125,57.875,32.59375,39.1875,70.75,90.25,85.3125,20,36.125,31.5,33.625
"ENSMUSG00000052331",84.125,130.09375,215.75,404.3125,307.6875,272.8125,111.0625,122.59375,157.875,132.4375,89,90.125,117.875,89.9375,205.75,204.1875
"ENSMUSG00000025982",42556.3125,59494.25,66612.25,66612.25,61139.5,56860.375,54669.3125,58392.375,42724.5625,53363.6875,53363.6875,49867.625,39760.375,47022.625,44933.9375,43191.125
"ENSMUSG00000103030",20,20,40.875,24.6875,20,20,20,20,20,20,20,20,20,20,20,28.0625
"ENSMUSG00000025981",1120.875,943.625,2535.875,2708.375,1312.4375,1795.9375,1090.75,1162.53125,1738,1318.09375,1640.125,1518.4375,1425.4375,1287.84375,620.15625,598.1875
"ENSMUSG00000101122",26.1875,33.1875,176.375,125.25,32.875,40.875,55.125,31.5,37.25,52.25,48.6875,30.625,20,24.6875,20.5625,39.875
"ENSMUSG00000025980",48940.625,53199.3125,55050.1875,65604.6875,75312.9375,64397.125,84754.6875,82616.1875,88266.125,76865.0625,105928.1875,92244.875,74330.625,44933.9375,45046.75,37470.4375
"ENSMUSG00000073676",17035.375,14851.6875,15099.375,18696.8125,16275.25,17158,16055.40625,18224.375,21649.875,16616.3125,22769.4375,18944.5625,23192.5,19937.0625,17373.5625,17768.625
"ENSMUSG00000100736",20,20,22.5625,20,22.9375,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000089670",20,20.25,20,22.5625,24.75,20,26.4375,20,20,20,20,20,20,20,20,20
"ENSMUSG00000025979",3364.3125,3230.5625,3973.625,4716.0625,4534.0625,5552.0625,4457.4375,4602.90625,5310,4526.5625,3778.625,3474.0625,3892.125,4545.5,5598.1875,5127.125
"ENSMUSG00000025978",251.8125,206.03125,157.09375,96.1875,59.3125,74.0625,48.4375,42.75,27.5,21.125,20,24.625,20,20,25.90625,34.625
"ENSMUSG00000097649",23.3125,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000046994",2735.6875,2732.9375,3254.21875,3513.09375,3007.875,3043.8125,2828.4375,2383.9375,2252.5,2457.3125,2374.3125,2002.25,2092.375,2414.46875,1781.25,2188.9375
"ENSMUSG00000025977",109.9375,181.375,194,184.0625,247.125,205,113.59375,172.1875,241.78125,283.4375,360.1875,293.6875,488.125,614.46875,255,344.1875
"ENSMUSG00000100215",67.875,44.9375,39.875,52.625,31.1875,32.5625,38.5,20,44.0625,31.375,20,20,20,20,20,20
"ENSMUSG00000038349",20,20,20,20,20,22.9375,31.9375,20,25.5,20,20,20,20,20,20,20
"ENSMUSG00000099950",20,20,23.5,20,33.875,20,27.25,20,28.4375,20,20,20,20,20,20,20
"ENSMUSG00000038331",513.3125,441.34375,379.09375,329.125,511.5,584.5625,334.25,366.5,301.46875,293.75,156.8125,246.4375,150.90625,120.71875,77.375,45.5
"ENSMUSG00000087022",43,23.5,54.875,27.875,24.75,26.5,24.4375,20,25.5,20.6875,20,20,20,20,20,20
"ENSMUSG00000101129",20,20,20,20,20,20,20,20,20,20,20,20,26.375,20,20,20
"ENSMUSG00000097519",159.25,174.1875,63.875,102.0625,135.5,182.8125,196.09375,266.6875,241.78125,269.78125,185.9375,178.59375,169,284.96875,177.75,122.5
"ENSMUSG00000038323",1587.375,1094.09375,724.5625,955.5625,1061.75,1156.65625,839.75,927.3125,793.125,980.375,590.96875,537,499.9375,571.6875,495,482.5
"ENSMUSG00000048495",704.5625,839.75,1024.5,1235.96875,1253.9375,1251.9375,1023,1296.25,1231.5625,872.75,1425.28125,1203.3125,1022.3125,805.28125,946.46875,926.40625
"ENSMUSG00000025971",1200.9375,1055.0625,1874.03125,1917.5,1584,1767.4375,1392.0625,1328.375,1773.6875,1208.8125,1651.5625,1401.125,1436.6875,1069.4375,1277.125,1257.4375
