"","genes","SRR7624365","SRR7624366","SRR7624367","SRR7624368","SRR7624369","SRR7624370","SRR7624371","SRR7624372","SRR7624373","SRR7624374","SRR7624375","SRR7624376","SRR7624377","SRR7624378","SRR7624379","SRR7624380","width"
"2714","ENSMUSG00000021275",2860,2834,1385,1690,2684,2689,2967,2653,2775,2747,2437,2095,2357,1913,2092,1630,83131
"2715","ENSMUSG00000021276",3948,3255,2223,2653,3721,4152,4286,4222,5581,4152,4749,3696,6635,4072,4722,3917,16536
"2716","ENSMUSG00000021277",1557,1385,1050,1006,2008,1874,1986,1713,1726,1546,1309,1321,1949,1484,1801,1530,100784
"2717","ENSMUSG00000021278",38,20,23,22,94,87,63,61,24,20,20,20,52,23,60,29,5332
"2718","ENSMUSG00000021279",7735,5467,3948,3771,4855,4563,4776,3558,5004,4216,4482,4277,6249,3828,7616,4537,84743
"2719","ENSMUSG00000021280",20,20,20,20,20,20,20,20,20,20,20,20,29,20,20,20,14662
"2720","ENSMUSG00000021281",27,24,20,20,20,20,20,20,20,20,20,20,66,42,51,64,12550
"2721","ENSMUSG00000021282",27249,22156,20966,25692,23292,25895,22354,23474,36692,24702,34303,26887,33060,17558,26653,18403,8737
"2722","ENSMUSG00000021285",961,680,497,414,839,728,677,422,448,371,264,214,320,233,322,219,79654
"2723","ENSMUSG00000021286",3938,2333,1224,1165,1702,1573,1628,1507,1494,1431,1130,1056,1903,1285,1879,1336,18023
"2724","ENSMUSG00000021287",1471,1180,869,837,1242,1325,1110,1053,1182,948,1118,855,1373,759,1053,737,10682
"2725","ENSMUSG00000021288",4001,2945,2271,1935,2080,2325,1858,1836,1837,1780,1919,1531,2500,2377,3114,2659,48996
"2726","ENSMUSG00000021290",7806,5029,4724,6394,6033,7613,5340,5515,7182,4706,4348,3169,6512,3154,4726,3958,5603
"2727","ENSMUSG00000021294",236,154,62,26,59,20,57,72,182,154,398,365,1144,318,712,375,35540
"2728","ENSMUSG00000021298",20,20,23,24,20,46,20,20,35,20,50,46,21,27,20,20,17356
"2729","ENSMUSG00000021301",20,20,37,37,190,125,154,252,265,170,203,148,154,79,211,168,296791
"2730","ENSMUSG00000021302",2977,2182,2491,2589,2473,2430,1955,2110,2578,2948,2516,2093,3089,3157,3046,2762,12830
"2731","ENSMUSG00000021306",1430,1165,839,859,711,815,344,389,263,387,191,212,741,617,1617,1457,36395
"2732","ENSMUSG00000021311",10080,11022,8166,8862,11830,11663,10581,9543,7196,10867,7270,6470,5609,6581,5612,5810,75402
"2733","ENSMUSG00000021313",1296,3162,1588,1602,1950,1825,2899,3688,2655,4487,1753,2053,544,1209,246,299,553844
"2734","ENSMUSG00000021314",3190,3437,2658,2956,2822,3263,3026,2847,2354,2359,1108,947,1895,1565,2309,1796,202717
"2735","ENSMUSG00000021318",2199,1693,1015,1527,1482,1805,1303,1280,1699,1960,1902,2114,3175,2094,3661,2764,266792
"2736","ENSMUSG00000021319",427,390,103,110,370,448,528,813,836,1353,492,486,772,1021,605,737,9891
"2737","ENSMUSG00000021322",2628,1808,1614,1486,2923,3537,2509,2538,1842,1529,594,411,246,318,63,66,242505
"2738","ENSMUSG00000021326",12761,8326,7384,8197,9685,9786,11714,10400,18410,12742,16437,14506,20222,12331,11333,8039,15280
"2739","ENSMUSG00000021327",4064,3724,2403,2220,1685,1740,1531,1541,1012,1781,1256,1272,1733,1818,2645,2493,15753
"2740","ENSMUSG00000021337",20,20,20,20,20,20,20,20,20,20,25,20,38,20,20,20,37759
"2741","ENSMUSG00000021338",1469,1312,1123,1589,1796,1751,1707,1408,1756,1970,2167,2383,2806,2148,2996,2441,268452
"2742","ENSMUSG00000021339",1618,1616,1269,1260,1544,1717,1366,1374,1178,1230,765,654,1254,1529,1897,1655,32897
"2743","ENSMUSG00000021340",64,87,61,63,23,28,20,20,20,20,20,20,48,35,41,55,49350
"2744","ENSMUSG00000021357",3293,2868,2657,2817,3534,3018,3227,3262,3611,3686,3578,2660,3144,3247,4562,3899,160175
"2745","ENSMUSG00000021359",175,77,126,93,71,106,109,78,51,69,20,44,20,20,20,20,23075
"2746","ENSMUSG00000021360",8243,5345,4519,4266,3976,4694,3369,3463,3039,3391,1889,1628,1751,1758,1898,1333,101139
"2747","ENSMUSG00000021361",5318,3118,2752,3723,3281,3764,3999,3839,4293,3305,2964,2223,3939,2826,3744,3307,6295
"2748","ENSMUSG00000021362",276,195,229,252,102,94,84,65,110,132,70,30,36,42,20,20,9609
"2749","ENSMUSG00000021363",122,176,100,129,102,70,149,180,150,196,156,152,260,344,214,258,54699
"2750","ENSMUSG00000021364",968,695,541,602,554,506,428,430,629,638,455,414,985,571,757,511,38025
"2751","ENSMUSG00000021365",68,28,128,130,161,145,81,61,60,46,66,24,82,39,22,39,177782
"2752","ENSMUSG00000021366",3346,2656,2330,2156,2152,2474,1636,1993,1685,3044,1861,2243,1874,2246,3461,2468,140517
"2753","ENSMUSG00000021367",196,123,691,506,420,611,250,199,36,20,20,20,20,20,20,20,6515
"2754","ENSMUSG00000021368",626,372,364,359,507,459,483,420,658,573,606,476,890,853,1256,1041,19762
"2755","ENSMUSG00000021371",1180,864,887,790,508,741,333,347,447,349,357,295,567,544,579,510,21799
"2756","ENSMUSG00000021373",521,457,1245,1242,656,481,258,165,84,50,46,39,375,249,933,703,148434
"2757","ENSMUSG00000021374",20457,22063,18759,25408,27982,30297,26484,27258,31210,30201,34834,29800,26874,19610,24127,19627,48036
"2758","ENSMUSG00000021375",8458,7555,5813,6083,11777,12614,9711,8345,5997,5896,2595,2534,4475,3871,9334,6953,180781
"2759","ENSMUSG00000021376",1222,869,854,839,769,741,658,732,787,679,502,427,1192,789,1445,1166,22256
"2760","ENSMUSG00000021377",15628,13871,13886,18693,19236,21514,19647,19821,25896,20257,26160,19001,26256,19349,22815,16759,21427
"2761","ENSMUSG00000021379",1724,845,966,635,674,859,258,304,99,129,20,20,20,48,44,40,4799
"2762","ENSMUSG00000021381",22,20,20,22,92,74,20,20,20,20,20,22,32,20,20,20,3510
"2763","ENSMUSG00000021384",27,20,20,20,20,20,30,20,66,91,44,125,66,122,60,110,18017
"2764","ENSMUSG00000021385",3596,2985,2779,3261,3621,3937,2948,2836,3575,2615,3384,2548,3687,2282,2176,1855,43325
"2765","ENSMUSG00000021388",33,61,36,53,37,44,40,38,20,56,26,55,20,36,73,41,23123
"2766","ENSMUSG00000021390",46,230,57,186,132,193,93,112,50,195,121,201,45,194,130,135,16456
"2767","ENSMUSG00000021391",1513,928,840,1392,960,947,831,907,1582,1303,1065,855,1748,1227,1762,1152,188763
"2768","ENSMUSG00000021392",6899,7191,7833,9269,11656,11742,10078,9752,11461,10261,12600,8429,9502,8297,7561,6723,25939
"2769","ENSMUSG00000021395",13473,9280,6449,8050,14266,17213,14977,15992,22091,18972,14934,12087,12176,8401,10505,7986,51667
"2770","ENSMUSG00000021396",20,20,20,20,52,29,42,52,74,95,32,34,20,28,20,20,4167
"2771","ENSMUSG00000021400",3428,2171,2114,2788,3597,4105,2530,2575,2789,2367,2624,2055,4141,2445,3272,2398,20572
"2772","ENSMUSG00000021403",479,320,967,1053,4911,8836,1360,1297,505,434,45,65,27,20,20,22,14469
"2773","ENSMUSG00000021408",2299,1901,2183,3016,2590,2825,2465,2609,2683,2267,2122,1517,1444,788,1005,785,34785
"2774","ENSMUSG00000021411",20,20,22,28,77,114,52,42,323,145,868,558,1440,686,1058,1506,25653
"2775","ENSMUSG00000021413",10208,12265,12771,14414,17256,18682,13455,14575,14474,15335,22899,15878,13343,11312,12907,12804,30763
"2776","ENSMUSG00000021414",20,32,20,20,20,20,24,43,20,20,20,22,20,20,20,20,14351
"2777","ENSMUSG00000021416",88,61,68,77,132,78,95,106,72,35,20,20,20,20,20,20,17197
"2778","ENSMUSG00000021417",3179,2189,2168,2063,2023,2184,1826,1836,1920,1789,1045,861,1711,1236,1936,1533,49349
"2779","ENSMUSG00000021418",3190,2001,1633,2075,2334,2660,2276,2508,3014,2534,2878,2116,3973,2602,2429,1886,12888
"2780","ENSMUSG00000021420",2829,2245,1703,1812,1676,1892,1900,1808,2096,1971,1771,1356,1948,1890,1749,1566,608860
"2781","ENSMUSG00000021427",19381,12672,13208,16563,14647,16101,12346,12360,15736,12228,15050,11364,14302,11058,11494,8280,27613
"2782","ENSMUSG00000021428",5497,4101,4830,4590,4953,5489,4493,4222,5010,3816,4212,3091,4737,3848,3668,3644,24439
"2783","ENSMUSG00000021431",2961,5850,5650,5701,4567,4862,4251,4417,2916,4405,4015,3574,2904,3904,3522,3717,22728
"2784","ENSMUSG00000021432",923,762,892,911,837,1302,676,652,589,469,417,294,525,425,533,506,28740
"2785","ENSMUSG00000021448",20,20,20,20,20,26,21,20,76,47,47,38,20,20,67,20,138447
"2786","ENSMUSG00000021451",2551,2138,1386,1651,1313,1190,2246,1909,5852,3751,3887,4200,2575,1646,2225,1548,108219
"2787","ENSMUSG00000021453",112,20,32,20,20,20,235,218,3802,1367,3607,2362,1182,1417,338,260,1791
"2788","ENSMUSG00000021456",539,872,1070,924,1358,1110,716,760,397,323,72,82,106,38,38,20,21546
"2789","ENSMUSG00000021457",4702,5122,2811,3399,4715,5586,6354,6028,8316,7500,6513,5090,3809,4263,4535,3334,65620
"2790","ENSMUSG00000021458",3616,4641,2767,2723,3123,3586,3578,3418,3812,3441,2903,2456,3727,3028,3646,3864,361204
"2791","ENSMUSG00000021460",4808,2841,2098,1666,1635,1663,1666,1635,1286,1282,834,689,1041,986,1462,1211,94563
"2792","ENSMUSG00000021461",2439,2135,1200,1406,1840,1794,1683,1637,1766,1665,1477,1189,1384,1138,1626,1325,212236
"2793","ENSMUSG00000021464",5910,3268,2573,2184,1213,945,1187,905,844,792,581,512,1050,600,565,441,176813
"2794","ENSMUSG00000021466",10023,7540,3899,4217,4698,5624,4647,4872,6270,8770,5182,5316,5656,4644,4644,3799,65271
"2795","ENSMUSG00000021468",5562,4031,4305,4341,4607,4924,4603,4001,4424,3695,3887,2625,4282,3448,2680,2710,44650
"2796","ENSMUSG00000021469",194,140,311,332,161,137,90,62,20,20,20,20,20,20,20,20,6191
"2797","ENSMUSG00000021470",5528,5158,3735,4784,5497,5984,4683,4689,5047,5802,5723,4482,5092,5393,6435,5487,85063
"2798","ENSMUSG00000021474",8776,5562,4774,4772,5201,5231,6194,6398,10112,8728,10852,8690,12675,11002,9303,8460,36474
"2799","ENSMUSG00000021476",1137,1346,1023,800,897,855,722,618,550,598,336,267,443,441,712,693,24714
"2800","ENSMUSG00000021477",38011,22351,26928,22873,18061,22086,10008,9410,6908,7589,3389,2960,9847,10269,16739,15254,11554
"2801","ENSMUSG00000021481",3081,2651,1263,1366,2051,2113,2029,1939,2020,1815,1878,1506,2235,2407,2064,1685,29515
"2802","ENSMUSG00000021482",2616,1651,1625,1509,921,1092,728,752,1057,1119,764,661,1279,1156,1376,1201,37431
"2803","ENSMUSG00000021483",748,609,153,280,375,416,410,353,341,333,349,209,687,418,371,255,9460
"2804","ENSMUSG00000021484",15482,9896,9193,9680,11246,11028,10829,9664,12795,8970,11870,9278,12755,8866,8377,6799,18951
"2805","ENSMUSG00000021485",609,676,385,406,393,610,776,612,941,738,603,645,743,594,399,338,4656
"2806","ENSMUSG00000021486",16236,9627,7872,9424,8790,10036,9324,8373,13635,10153,11248,9748,17831,9188,11284,8492,4773
"2807","ENSMUSG00000021488",69387,67433,45736,50861,57531,61333,65909,68886,73772,90984,73672,71249,47393,49245,40772,40842,108544
"2808","ENSMUSG00000021493",749,383,549,626,1012,1083,882,654,2401,1122,2763,1910,3901,2659,7481,5003,17882
"2809","ENSMUSG00000021494",7061,5274,4144,4108,5162,5599,5039,4669,6334,4915,5807,4389,8491,5709,7768,6465,6249
"2810","ENSMUSG00000021495",3351,3782,1682,1729,2564,2459,2809,2493,2564,2632,2729,2782,3155,2670,4808,2851,31805
"2811","ENSMUSG00000021496",321,217,223,246,217,201,145,101,122,85,78,59,124,105,345,252,49463
"2812","ENSMUSG00000021497",3108,1230,1553,1325,1811,1743,1361,1199,1303,1108,843,628,1451,937,1194,930,11578
"2813","ENSMUSG00000021500",12118,11874,11761,13050,16538,18343,15514,16888,14180,15104,21611,14488,18483,13792,12102,11361,46230
"2814","ENSMUSG00000021501",1448,908,766,959,1387,1403,1026,930,1014,767,950,720,1196,714,1039,774,9407
"2815","ENSMUSG00000021504",1579,888,450,555,775,728,716,698,795,560,538,472,744,488,761,541,10548
"2816","ENSMUSG00000021506",20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,11142
"2817","ENSMUSG00000021508",44,69,99,51,264,270,48,46,20,20,20,20,38,30,20,20,7909
"2818","ENSMUSG00000021509",150,57,42,20,20,20,20,20,20,20,20,20,20,20,20,20,35885
"2819","ENSMUSG00000021510",2796,2738,1519,1904,1632,1701,1552,1637,2059,2827,2213,1791,1704,1888,2111,1637,25029
"2820","ENSMUSG00000021514",4422,4307,3096,3313,3964,3969,3683,3605,3217,4598,5210,4424,4893,5356,5707,5341,25408
"2821","ENSMUSG00000021518",5974,4358,4783,4789,6938,8148,4797,4343,4230,3276,3510,2500,3347,2329,2305,1940,65572
"2822","ENSMUSG00000021519",2831,2011,2540,2886,2826,3432,2128,2105,2358,1955,2133,1562,2667,1806,2469,1784,26121
"2823","ENSMUSG00000021520",8719,7094,6817,7994,8293,9591,6750,7199,7177,5312,4693,3514,5930,3661,4843,3971,4762
"2824","ENSMUSG00000021532",3332,2459,2482,3452,2872,3021,2735,2313,3161,2673,3068,2281,3391,2324,2432,1954,10105
"2825","ENSMUSG00000021534",20,23,20,20,21,20,20,20,20,20,20,20,35,25,24,21,16811
"2826","ENSMUSG00000021536",173,168,388,404,694,526,441,251,168,87,43,28,61,20,280,241,379499
"2827","ENSMUSG00000021537",3971,4512,3899,5459,5459,6488,4805,5367,6501,5355,6166,4486,4691,4451,4978,3996,14079
"2828","ENSMUSG00000021540",3815,3234,2281,2688,4299,4344,2725,2738,2736,2513,3166,2836,3553,2470,5385,4223,39368
"2829","ENSMUSG00000021546",72756,61501,59448,71803,73038,93002,59658,59574,74278,60538,70699,50011,79055,55851,66755,54702,12202
"2830","ENSMUSG00000021548",4087,2818,2588,3714,3959,4659,3010,3433,4594,3872,3741,2860,4267,2308,3387,2396,34062
"2831","ENSMUSG00000021549",6059,4743,5637,5785,8045,8259,5069,5147,6272,6125,6064,4497,5611,4823,8247,5657,74351
"2832","ENSMUSG00000021550",2816,2024,2101,2126,2442,2207,1912,1749,2281,1822,1964,1457,2566,1303,1833,1332,5409
"2833","ENSMUSG00000021552",1869,1401,1178,972,767,899,699,692,904,826,459,361,739,807,1451,1389,42354
"2834","ENSMUSG00000021553",38,42,52,27,21,26,20,20,20,20,20,23,20,23,40,34,65479
"2835","ENSMUSG00000021555",8723,7669,6825,8033,7368,8050,6211,6295,5002,4617,4345,3799,4243,3243,4503,3738,50664
"2836","ENSMUSG00000021556",13060,10236,7313,8122,8674,9300,8004,8579,7436,7426,5214,3684,4679,4330,4623,4442,41186
"2837","ENSMUSG00000021557",1465,2198,1189,1687,3037,3679,3621,3875,2555,2996,2188,1737,2095,2510,3492,3596,139486
"2838","ENSMUSG00000021559",4999,3452,1883,1966,3734,2825,8109,7920,10253,8721,12542,9809,15592,10955,9350,7001,161245
"2839","ENSMUSG00000021565",20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,26,25121
"2840","ENSMUSG00000021567",104,713,100,145,126,115,64,87,120,104,196,140,630,504,583,545,29098
"2841","ENSMUSG00000021569",6675,5190,4632,6453,7256,8089,7037,6878,8787,6293,7510,5267,7857,4940,5532,4631,26438
"2842","ENSMUSG00000021572",2521,2681,1927,1920,2188,2483,2065,1938,2109,2448,1950,1718,2527,2474,3558,2934,25800
"2843","ENSMUSG00000021573",58,155,113,168,48,57,61,69,64,152,61,66,66,104,110,109,26347
"2844","ENSMUSG00000021575",218,180,399,189,123,114,36,20,20,22,28,20,162,96,335,207,81214
"2845","ENSMUSG00000021576",5957,4652,4467,5327,6298,9115,4945,4919,5273,4131,4667,3378,5894,3482,4691,3584,14072
"2846","ENSMUSG00000021577",33644,23121,22380,23006,25321,24219,22170,19973,19841,19680,17932,13105,22350,17823,22758,19842,28027
"2847","ENSMUSG00000021578",5235,3415,3561,3937,3709,4001,3168,2990,3749,3002,3879,2660,4861,3291,3946,2855,15475
"2848","ENSMUSG00000021583",577,407,498,617,359,330,315,396,1197,966,2641,1798,2519,1649,1037,1886,53634
"2849","ENSMUSG00000021585",4548,3512,3664,3699,4595,4691,3692,3196,2853,3359,1317,1087,1651,1157,2726,1798,116443
"2850","ENSMUSG00000021587",1409,1044,968,735,725,623,239,241,167,264,128,72,187,220,692,620,45036
"2851","ENSMUSG00000021589",2742,2405,2517,3322,2766,2775,2387,2517,3497,4163,3752,3061,5371,4783,9266,6955,74389
"2852","ENSMUSG00000021590",20,20,20,20,20,20,20,20,20,20,20,20,20,23,35,20,31823
"2853","ENSMUSG00000021591",3077,2168,1902,2179,2021,2232,1608,1845,1980,2264,723,674,514,309,544,601,10287
"2854","ENSMUSG00000021592",575,447,374,387,422,487,342,336,266,255,302,183,251,247,302,420,38239
"2855","ENSMUSG00000021594",866,568,376,481,475,522,475,480,743,379,765,503,993,458,352,326,37994
"2856","ENSMUSG00000021595",27992,21134,19358,24244,30381,33430,28136,27948,42892,33726,49841,37491,51111,38160,27596,25872,102035
"2857","ENSMUSG00000021596",20,20,31,20,22,20,20,20,20,20,20,20,20,20,20,20,647276
"2858","ENSMUSG00000021597",2856,2153,2297,2785,2939,2616,2124,2226,2871,2634,2402,1819,1768,2002,2405,1774,92386
"2859","ENSMUSG00000021606",5130,3180,3371,3746,4143,4384,4243,3771,5682,3610,4155,3284,5221,3794,4966,4352,8705
"2860","ENSMUSG00000021607",2868,1434,1430,1781,2601,2760,2408,2501,3205,2031,2695,2318,3897,1844,2052,1736,3666
"2861","ENSMUSG00000021608",9745,10297,8796,8222,12983,12928,9538,7772,6559,5015,5615,4536,7286,4915,7236,5508,49226
"2862","ENSMUSG00000021609",20,20,30,20,209,228,198,216,52,32,20,20,20,20,20,20,41926
"2863","ENSMUSG00000021610",5163,3864,3295,4009,6067,6341,5195,4475,5528,3647,5330,3897,6107,3294,3635,2825,16600
"2864","ENSMUSG00000021611",3175,2631,1111,1390,1594,1546,1713,1588,1107,1364,999,1120,1350,1182,2190,1683,22933
"2865","ENSMUSG00000021614",9664,12066,7053,6523,3796,5815,2883,4473,2172,5789,4472,4243,2045,2058,1100,1093,87198
"2866","ENSMUSG00000021615",901,783,679,855,685,774,749,723,1010,933,743,676,580,643,616,660,315582
"2867","ENSMUSG00000021619",243,254,217,209,134,139,186,110,225,236,198,135,230,214,291,248,288613
"2868","ENSMUSG00000021621",1966,1447,1660,1771,2200,2436,1733,1804,1829,1874,2125,1509,2125,1648,2089,1618,11173
"2869","ENSMUSG00000021624",133,111,31,61,25,42,20,20,20,20,20,20,20,20,20,20,46072
"2870","ENSMUSG00000021629",7234,5268,4868,6177,5980,6131,5148,5099,6309,5185,4944,3707,6297,3654,4979,3832,30780
"2871","ENSMUSG00000021631",20,21,20,20,20,20,23,24,20,20,20,20,21,20,20,20,306
"2872","ENSMUSG00000021635",4771,3641,3854,4760,4499,4384,3611,3729,4967,4184,4437,3188,5084,3795,3748,3008,33888
"2873","ENSMUSG00000021636",298,180,403,297,624,1051,327,298,383,389,574,356,1133,687,2031,1457,21015
"2874","ENSMUSG00000021638",648,708,789,803,618,558,451,501,705,923,793,622,1891,2164,4291,3066,56212
"2875","ENSMUSG00000021639",2935,2220,2203,2702,2981,3671,2404,2554,3173,2543,3120,2377,4482,2666,3157,2548,32362
"2876","ENSMUSG00000021640",20,21,39,23,69,23,20,20,20,20,20,20,20,20,20,20,45106
"2877","ENSMUSG00000021643",30,39,34,54,107,92,90,54,88,67,121,57,376,197,470,450,6560
"2878","ENSMUSG00000021645",2555,1944,2169,2676,3396,3606,3184,3174,4118,2799,4603,3156,4873,2276,2756,2225,12839
"2879","ENSMUSG00000021646",3134,1535,1663,1465,1552,1606,1317,1336,2020,1733,2168,1774,3656,2602,3146,2990,67110
"2880","ENSMUSG00000021650",4166,2677,2113,2537,3260,3531,2511,2687,3025,2539,2789,2037,4214,2783,3142,2549,25059
"2881","ENSMUSG00000021660",26009,17226,16668,18959,20859,24241,20149,20609,28275,19735,23382,17930,29301,20501,23772,21503,7111
"2882","ENSMUSG00000021661",1356,881,701,797,871,1045,711,828,1218,1271,966,833,1524,1394,2197,1694,11681
"2883","ENSMUSG00000021662",160,141,81,79,290,341,1006,1898,3641,4414,3126,3050,1444,2511,2490,2554,306971
"2884","ENSMUSG00000021665",19781,8843,7237,7194,3941,5184,4303,5022,4601,6027,1457,1321,1455,1781,1925,1618,22027
"2885","ENSMUSG00000021666",6309,5384,3713,4115,4617,4897,5206,5171,6830,6545,8381,6663,9332,7574,6443,5941,43259
"2886","ENSMUSG00000021668",2974,2917,2363,2578,2914,2636,2767,2245,2271,2290,2052,1347,1915,2174,2650,2378,61890
"2887","ENSMUSG00000021669",3829,2911,3633,3664,4927,4993,3478,3332,3455,3832,3553,2785,3334,3413,4607,3301,97550
"2888","ENSMUSG00000021670",21899,16758,12190,21650,20941,21321,16969,20542,23546,27184,28359,21500,25519,14885,17045,10081,21970
"2889","ENSMUSG00000021671",3404,2624,2501,2660,2574,3079,2563,2457,3018,2845,2429,1902,2791,2217,1825,1562,29444
"2890","ENSMUSG00000021675",20,22,20,20,20,22,20,20,20,20,20,20,20,20,20,20,5887
"2891","ENSMUSG00000021676",4188,4011,3738,3026,3131,2656,2815,2377,1324,2210,610,535,2003,2402,5874,5896,265310
"2892","ENSMUSG00000021678",3989,3453,3393,3374,6741,8293,6221,6277,5223,5407,3622,2957,3048,3823,4870,3546,13496
"2893","ENSMUSG00000021680",20,20,20,20,20,20,20,20,20,20,20,20,185,128,62,104,13554
"2894","ENSMUSG00000021681",6860,5211,6051,6208,8343,8366,7007,6887,9571,7341,8453,6252,8223,4814,6289,4817,24670
"2895","ENSMUSG00000021684",126,120,102,56,90,82,72,99,56,86,34,25,149,93,174,244,225883
"2896","ENSMUSG00000021686",20341,14216,12589,11443,14456,13955,12517,11947,8802,10105,5968,4685,7311,7307,9012,8307,207358
"2897","ENSMUSG00000021687",2211,1421,2753,2154,5315,3123,3591,2418,3689,2109,2988,2006,2904,2436,3741,3468,84548
"2898","ENSMUSG00000021690",4086,3153,3332,3404,3092,3394,2472,2276,2590,3040,2021,2310,2025,2225,2732,2420,69708
"2899","ENSMUSG00000021692",3064,2401,2567,2877,3128,3440,2482,2712,3303,2743,3415,2666,3494,3094,2649,2632,13098
"2900","ENSMUSG00000021693",5438,3183,2275,2736,3284,3504,3430,3213,5507,4588,5078,5153,6334,3990,5495,3298,63131
"2901","ENSMUSG00000021694",1610,1271,1320,1518,1637,1809,1770,1690,2234,1589,1895,1617,2472,1776,1799,1601,36634
"2902","ENSMUSG00000021696",3947,2054,1308,910,714,732,318,315,157,242,122,94,165,186,612,340,71280
"2903","ENSMUSG00000021697",3537,2440,2036,2231,3073,3440,2505,2445,3266,3081,2783,2228,3010,2150,3314,2561,91451
"2904","ENSMUSG00000021699",2021,1448,1128,1096,2508,2900,2623,2608,1925,2624,1218,1167,980,1425,1322,1775,1503514
"2905","ENSMUSG00000021700",20,20,20,29,30,20,41,20,20,20,20,20,20,20,25,20,226810
"2906","ENSMUSG00000021701",7714,4514,13308,11424,5882,5273,5755,4113,5611,3551,4666,2232,6911,3514,4576,3902,5799
"2907","ENSMUSG00000021702",20,20,20,20,20,20,20,20,20,20,35,34,228,115,229,216,43229
